,Unnamed: 0,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
2878,2878,30.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
2879,2879,26.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sul
2880,2880,22.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
2881,2881,41.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,3500.0,de 3 a 4 anos,Branca,Sudeste
2882,2882,37.0,Masculino,Pará (PA),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda,Norte
2883,2883,34.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca,Sudeste
2884,2884,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
2885,2885,43.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,Mais de 10 anos,Branca,Sul
2886,2886,25.0,Masculino,Paraná (PR),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sul
2887,2887,31.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sul
2888,2888,26.0,Feminino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Amarela,Sul
2889,2889,53.0,Masculino,Bahia (BA),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
2890,2890,34.0,Feminino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Parda,Sudeste
2891,2891,24.0,Feminino,Santa Catarina (SC),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sul
2892,2892,28.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
2893,2893,47.0,Feminino,Espírito Santo (ES),,,,,Branca,Sudeste
2894,2894,23.0,Masculino,Rio Grande do Norte (RN),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Nordeste
2895,2895,30.0,Masculino,Pernambuco (PE),,,5000.0,de 7 a 10 anos,Preta,Nordeste
2896,2896,27.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
2897,2897,,,,,,,,,Desconhecida
2898,2898,55.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Preta,Sudeste
2899,2899,27.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2900,2900,27.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sul
2901,2901,20.0,Feminino,Goiás (GO),Cientista de dados,Júnior,3500.0,Até 2 anos,Não informado,Centro-Oeste
2902,2902,42.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Amarela,Sudeste
2903,2903,27.0,Masculino,Tocantins (TO),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Desconhecida
2904,2904,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
2905,2905,,,,,,,,,Desconhecida
2906,2906,45.0,Feminino,Rio Grande do Sul (RS),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda,Sul
2907,2907,28.0,Masculino,Santa Catarina (SC),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sul
2908,2908,24.0,Masculino,Pernambuco (PE),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca,Nordeste
2909,2909,20.0,Masculino,Ceará (CE),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
2910,2910,47.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
2911,2911,29.0,Feminino,Ceará (CE),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
2912,2912,47.0,Masculino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Branca,Sudeste
2913,2913,28.0,Masculino,Bahia (BA),Analista de BI,Júnior,5000.0,Até 2 anos,Parda,Nordeste
2914,2914,31.0,Feminino,Minas Gerais (MG),,,7000.0,Mais de 10 anos,Branca,Sudeste
2915,2915,37.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sul
2916,2916,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
2917,2917,24.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Até 2 anos,Branca,Sudeste
2918,2918,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
2919,2919,26.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Amarela,Sul
2920,2920,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda,Sudeste
2921,2921,23.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
2922,2922,32.0,Masculino,Espírito Santo (ES),,,,,Branca,Sudeste
2923,2923,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Branca,Sudeste
2924,2924,32.0,Masculino,,Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Desconhecida
2925,2925,54.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
2926,2926,28.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
2927,2927,25.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
2928,2928,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2929,2929,26.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
2930,2930,27.0,Feminino,Distrito Federal (DF),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Centro-Oeste
2931,2931,30.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Preta,Sudeste
2932,2932,29.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
2933,2933,38.0,Masculino,Piauí (PI),,,,,Parda,Nordeste
2934,2934,26.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
2935,2935,38.0,Masculino,Minas Gerais (MG),,,7000.0,de 4 a 6 anos,Parda,Sudeste
2936,2936,25.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
2937,2937,41.0,Feminino,Santa Catarina (SC),,,14000.0,de 7 a 10 anos,Branca,Sul
2938,2938,27.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,18000.0,Até 2 anos,Preta,Sudeste
2939,2939,33.0,Feminino,Maranhão (MA),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
2940,2940,24.0,Masculino,São Paulo (SP),Outra opção,Júnior,14000.0,de 3 a 4 anos,Parda,Sudeste
2941,2941,53.0,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca,Sudeste
2942,2942,27.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Sudeste
2943,2943,53.0,Feminino,Distrito Federal (DF),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Parda,Centro-Oeste
2944,2944,32.0,Feminino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca,Sudeste
2945,2945,22.0,Masculino,Santa Catarina (SC),,,,,Branca,Sul
2946,2946,35.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Branca,Sudeste
2947,2947,37.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca,Sudeste
2948,2948,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Amarela,Sudeste
2949,2949,34.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca,Sudeste
2950,2950,32.0,Masculino,,Analista de Dados,Júnior,7000.0,Até 2 anos,Branca,Desconhecida
2951,2951,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2952,2952,28.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,2500.0,Até 2 anos,Branca,Nordeste
2953,2953,28.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Sul
2954,2954,31.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
2955,2955,31.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
2956,2956,30.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
2957,2957,34.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Preta,Sudeste
2958,2958,33.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
2959,2959,31.0,Masculino,Santa Catarina (SC),Outra opção,Pleno,3500.0,Até 2 anos,Branca,Sul
2960,2960,36.0,Feminino,São Paulo (SP),,,,,Parda,Sudeste
2961,2961,36.0,Feminino,,Analista de BI,Sênior,27500.0,de 4 a 6 anos,Parda,Desconhecida
2962,2962,32.0,Feminino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca,Sudeste
2963,2963,21.0,Masculino,Santa Catarina (SC),Analista de BI,Júnior,1500.0,Até 2 anos,Parda,Sul
2964,2964,28.0,Masculino,,,,,,Branca,Desconhecida
2965,2965,33.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Branca,Sul
2966,2966,23.0,Masculino,Paraná (PR),Cientista de dados,Pleno,5000.0,Até 2 anos,Amarela,Sul
2967,2967,29.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
2968,2968,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
2969,2969,37.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2970,2970,38.0,Masculino,Espírito Santo (ES),,,,,Branca,Sudeste
2971,2971,21.0,Masculino,Paraná (PR),Cientista de dados,Pleno,5000.0,de 4 a 6 anos,Parda,Sul
2972,2972,22.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2973,2973,26.0,Feminino,Espírito Santo (ES),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
2974,2974,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Preta,Sudeste
2975,2975,31.0,Masculino,Ceará (CE),,,10000.0,de 4 a 6 anos,Branca,Nordeste
2976,2976,35.0,Masculino,Paraná (PR),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sul
2977,2977,,,,,,,,,Desconhecida
2978,2978,34.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Amarela,Sudeste
2979,2979,29.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Sudeste
2980,2980,,,,,,,,,Desconhecida
2981,2981,38.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sul
2982,2982,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Parda,Sudeste
2983,2983,37.0,Feminino,Tocantins (TO),,,,,Parda,Desconhecida
2984,2984,23.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Branca,Sul
2985,2985,40.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,2500.0,Até 2 anos,Parda,Sudeste
2986,2986,22.0,Masculino,São Paulo (SP),,,5000.0,de 3 a 4 anos,Branca,Sudeste
2987,2987,22.0,Masculino,Paraíba (PB),Cientista de dados,Júnior,1500.0,de 3 a 4 anos,Branca,Nordeste
2988,2988,28.0,Masculino,Goiás (GO),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Centro-Oeste
2989,2989,39.0,Masculino,São Paulo (SP),Outra opção,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
2990,2990,,,,,,,,,Desconhecida
2991,2991,29.0,Feminino,Paraná (PR),Analista de BI,Sênior,10000.0,Até 2 anos,Parda,Sul
2992,2992,26.0,Feminino,Ceará (CE),,,,,Indígena,Nordeste
2993,2993,35.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda,Sudeste
2994,2994,34.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,1500.0,Até 2 anos,Parda,Sudeste
2995,2995,40.0,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca,Sudeste
2996,2996,26.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
2997,2997,,,,,,,,,Desconhecida
2998,2998,30.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
2999,2999,38.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Nordeste
3000,3000,22.0,Feminino,Rio de Janeiro (RJ),Outra opção,Júnior,3500.0,Até 2 anos,Preta,Sudeste
3001,3001,21.0,Masculino,Ceará (CE),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Nordeste
3002,3002,33.0,Masculino,Paraíba (PB),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Parda,Nordeste
3003,3003,24.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,18000.0,de 3 a 4 anos,Branca,Sudeste
3004,3004,56.0,Masculino,Paraná (PR),Outra opção,Sênior,2500.0,de 7 a 10 anos,Parda,Sul
3005,3005,23.0,Feminino,Minas Gerais (MG),Outra opção,Pleno,3500.0,Até 2 anos,Parda,Sudeste
3006,3006,19.0,Feminino,Santa Catarina (SC),Outra opção,Pleno,1500.0,Até 2 anos,Parda,Sul
3007,3007,41.0,Feminino,Pernambuco (PE),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Nordeste
3008,3008,27.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
3009,3009,28.0,Masculino,Paraná (PR),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sul
3010,3010,,,,,,,,,Desconhecida
3011,3011,32.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
3012,3012,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Amarela,Sudeste
3013,3013,42.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Parda,Sudeste
3014,3014,38.0,Masculino,Paraíba (PB),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Não informado,Nordeste
3015,3015,31.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,27500.0,de 7 a 10 anos,Branca,Sudeste
3016,3016,37.0,Masculino,Ceará (CE),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca,Nordeste
3017,3017,27.0,Feminino,Minas Gerais (MG),,,,,Branca,Sudeste
3018,3018,40.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
3019,3019,32.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
3020,3020,25.0,Masculino,,Outra opção,Júnior,18000.0,Até 2 anos,Branca,Desconhecida
3021,3021,31.0,Masculino,Alagoas (AL),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Nordeste
3022,3022,34.0,Masculino,São Paulo (SP),,,1500.0,Até 2 anos,Branca,Sudeste
3023,3023,42.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,22500.0,de 4 a 6 anos,Branca,Nordeste
3024,3024,26.0,Feminino,Distrito Federal (DF),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,Centro-Oeste
3025,3025,25.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,14000.0,de 3 a 4 anos,Branca,Sul
3026,3026,41.0,Masculino,Paraíba (PB),Outra opção,Sênior,5000.0,de 7 a 10 anos,Branca,Nordeste
3027,3027,34.0,Feminino,Paraná (PR),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sul
3028,3028,29.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
3029,3029,32.0,Masculino,Ceará (CE),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Parda,Nordeste
3030,3030,31.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta,Sudeste
3031,3031,27.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sul
3032,3032,33.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
3033,3033,24.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
3034,3034,26.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sul
3035,3035,33.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
3036,3036,30.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Até 2 anos,Branca,Sudeste
3037,3037,26.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda,Sudeste
3038,3038,30.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,de 3 a 4 anos,Branca,Sudeste
3039,3039,19.0,Masculino,Santa Catarina (SC),,,,,Branca,Sul
3040,3040,20.0,Masculino,Minas Gerais (MG),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sudeste
3041,3041,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
3042,3042,41.0,Masculino,,,,40000.0,de 3 a 4 anos,Branca,Desconhecida
3043,3043,28.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
3044,3044,25.0,Masculino,Minas Gerais (MG),,,14000.0,de 3 a 4 anos,Preta,Sudeste
3045,3045,26.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
3046,3046,36.0,Masculino,Rio Grande do Sul (RS),,,10000.0,de 3 a 4 anos,Amarela,Sul
3047,3047,23.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Branca,Sudeste
3048,3048,30.0,Feminino,Pernambuco (PE),,,7000.0,Até 2 anos,Indígena,Nordeste
3049,3049,29.0,Feminino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
3050,3050,30.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
3051,3051,41.0,Masculino,Rio Grande do Sul (RS),,,22500.0,Mais de 10 anos,Branca,Sul
3052,3052,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
3053,3053,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
3054,3054,24.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,3500.0,de 4 a 6 anos,Parda,Sudeste
3055,3055,37.0,Masculino,Paraná (PR),,,22500.0,Mais de 10 anos,Branca,Sul
3056,3056,36.0,Feminino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
3057,3057,56.0,Masculino,Rio Grande do Sul (RS),,,7000.0,Mais de 10 anos,Branca,Sul
3058,3058,45.0,Masculino,São Paulo (SP),,,7000.0,Mais de 10 anos,Branca,Sudeste
3059,3059,28.0,Masculino,Paraná (PR),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sul
3060,3060,27.0,Masculino,São Paulo (SP),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sudeste
3061,3061,39.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
3062,3062,28.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
3063,3063,41.0,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Amarela,Sudeste
3064,3064,29.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
3065,3065,23.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
3066,3066,37.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca,Sul
3067,3067,38.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sul
3068,3068,23.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
3069,3069,31.0,Masculino,Paraná (PR),Analista de BI,Sênior,5000.0,de 4 a 6 anos,Branca,Sul
3070,3070,27.0,Masculino,Espírito Santo (ES),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Sudeste
3071,3071,30.0,Masculino,Santa Catarina (SC),,,14000.0,de 7 a 10 anos,Branca,Sul
3072,3072,25.0,Feminino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
3073,3073,34.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca,Sul
3074,3074,27.0,Feminino,Distrito Federal (DF),,,,,Branca,Centro-Oeste
3075,3075,35.0,Masculino,Paraná (PR),Cientista de dados,Sênior,18000.0,Até 2 anos,Preta,Sul
3076,3076,29.0,Masculino,Mato Grosso (MT),,,14000.0,Até 2 anos,Parda,Centro-Oeste
3077,3077,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
3078,3078,40.0,Masculino,Rio de Janeiro (RJ),Outra opção,Pleno,2500.0,Até 2 anos,Parda,Sudeste
3079,3079,41.0,Masculino,Distrito Federal (DF),Analista de BI,Pleno,10000.0,Até 2 anos,Parda,Centro-Oeste
3080,3080,25.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,2500.0,Até 2 anos,Parda,Sudeste
3081,3081,36.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Branca,Sudeste
3082,3082,41.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,Mais de 10 anos,Branca,Sudeste
3083,3083,27.0,Masculino,Paraná (PR),Outra opção,Júnior,3500.0,Até 2 anos,Parda,Sul
3084,3084,26.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
3085,3085,,,,,,,,,Desconhecida
3086,3086,30.0,Masculino,Paraná (PR),,,7000.0,de 4 a 6 anos,Branca,Sul
3087,3087,27.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sudeste
3088,3088,31.0,Masculino,Piauí (PI),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda,Nordeste
3089,3089,34.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Branca,Sul
3090,3090,34.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sul
3091,3091,41.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Preta,Sul
3092,3092,26.0,Feminino,Sergipe (SE),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Nordeste
3093,3093,52.0,Masculino,Ceará (CE),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda,Nordeste
3094,3094,33.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
3095,3095,25.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sul
3096,3096,32.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
3097,3097,29.0,Masculino,São Paulo (SP),,,35000.0,de 3 a 4 anos,Branca,Sudeste
3098,3098,34.0,Masculino,Distrito Federal (DF),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Preta,Centro-Oeste
3099,3099,43.0,Feminino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
3100,3100,28.0,Feminino,Santa Catarina (SC),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
3101,3101,27.0,Feminino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
3102,3102,47.0,Masculino,Paraná (PR),,,18000.0,de 3 a 4 anos,Branca,Sul
3103,3103,22.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
3104,3104,33.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Até 2 anos,Parda,Sudeste
3105,3105,28.0,Feminino,Bahia (BA),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
3106,3106,26.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Outra,Sudeste
3107,3107,37.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca,Sudeste
3108,3108,34.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
3109,3109,43.0,Masculino,Paraná (PR),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sul
3110,3110,27.0,Masculino,Paraíba (PB),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda,Nordeste
3111,3111,28.0,Masculino,Espírito Santo (ES),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Parda,Sudeste
3112,3112,37.0,Masculino,,Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca,Desconhecida
3113,3113,47.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Parda,Sudeste
3114,3114,33.0,Feminino,Distrito Federal (DF),,,,,Preta,Centro-Oeste
3115,3115,31.0,Masculino,Bahia (BA),Engenheiro de dados,Sênior,40000.0,de 7 a 10 anos,Parda,Nordeste
3116,3116,23.0,Masculino,Paraná (PR),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sul
3117,3117,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Parda,Sudeste
3118,3118,21.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Até 2 anos,Amarela,Sudeste
3119,3119,56.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
3120,3120,23.0,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca,Sudeste
